task,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_roc_auc,test_bs,test_bs_mcb,test_bs_dsc,test_bs_unc,test_balanced_accuracy,test_task_accuracy,test_runtime,test_samples_per_second,test_steps_per_second,instance_count,test_conf_distribution_accuracy,test_conf_distribution_precision,test_conf_distribution_recall,test_conf_distribution_f1,test_conf_distribution_roc_auc,test_conf_distribution_bs,test_conf_distribution_bs_mcb,test_conf_distribution_bs_dsc,test_conf_distribution_bs_unc,test_conf_distribution_balanced_accuracy,test_conf_normalized_accuracy,test_conf_normalized_precision,test_conf_normalized_recall,test_conf_normalized_f1,test_conf_normalized_roc_auc,test_conf_normalized_bs,test_conf_normalized_bs_mcb,test_conf_normalized_bs_dsc,test_conf_normalized_bs_unc,test_conf_normalized_balanced_accuracy,test_conf_absolute_accuracy,test_conf_absolute_precision,test_conf_absolute_recall,test_conf_absolute_f1,test_conf_absolute_roc_auc,test_conf_absolute_bs,test_conf_absolute_bs_mcb,test_conf_absolute_bs_dsc,test_conf_absolute_bs_unc,test_conf_absolute_balanced_accuracy
metaphor_understanding,0.687488138675689,0.553191489361702,0.0,0.0,0.0,0.45604395604395603,0.24717575931050603,0.024278089604326,0.024272995753303002,0.24717066545948302,0.5,0.446808510638297,0.9197000000000001,51.102,6.524,47.0,0.553191489361702,0.0,0.0,0.0,0.5,0.24717066545948302,0.0,0.0,0.24717066545948302,0.5,0.574468085106383,0.5172413793103441,0.7142857142857141,0.6000000000000001,0.62087912087912,0.25003818360052305,0.031774178102475,0.028906659961435002,0.24717066545948302,0.587912087912087,0.617021276595744,0.8,0.19047619047619002,0.30769230769230704,0.6153846153846151,0.252289482311916,0.059264022299497,0.054145205447064006,0.24717066545948302,0.5760073260073261
misconceptions,0.6523420810699461,0.636363636363636,0.636363636363636,1.0,0.777777777777777,0.5580357142857141,0.22995530450727403,0.024698686948284,0.026148341118696003,0.231404958677685,0.5,0.636363636363636,0.8687,50.651,6.907,44.0,0.636363636363636,0.636363636363636,1.0,0.777777777777777,0.5,0.231404958677685,0.0,0.0,0.231404958677685,0.5,0.636363636363636,0.636363636363636,1.0,0.777777777777777,0.676339285714285,0.21133060135925602,0.041167431196086006,0.061241788514515005,0.231404958677685,0.5,0.6818181818181811,0.6666666666666661,1.0,0.8,0.671875,0.21120885653130503,0.041045686368135006,0.061241788514515005,0.231404958677685,0.5625
modified_arithmetic,0.40952113270759505,0.848039215686274,0.0,0.0,0.0,0.6225992914413571,0.12442456999704901,0.002218085593333,0.006662219940766,0.128868704344482,0.5,0.151960784313725,3.8543000000000003,52.928,6.746,204.0,0.848039215686274,0.0,0.0,0.0,0.5,0.128868704344482,0.0,0.0,0.128868704344482,0.5,0.151960784313725,0.151960784313725,1.0,0.26382978723404205,0.5,0.848039215686274,0.7191705113417911,0.0,0.128868704344482,0.5,0.9313725490196071,1.0,0.5483870967741931,0.708333333333333,0.9908633227671071,0.042641453721887004,0.023304173355195003,0.10953142397779,0.128868704344482,0.7741935483870961
mult_data_wrangling,0.318180263042449,0.8934010152284261,0.9225806451612901,0.9407894736842101,0.931596091205211,0.912134502923976,0.085257870149995,0.011304443281794,0.10229435070916401,0.176247777577366,0.8370614035087711,0.771573604060913,3.6952,53.312,6.766,197.0,0.771573604060913,0.771573604060913,1.0,0.87106017191977,0.5,0.176247777577366,0.0,0.0,0.176247777577366,0.5,0.771573604060913,0.771573604060913,1.0,0.87106017191977,0.5,0.228426395939086,0.052178618361720004,0.0,0.176247777577366,0.5,0.878172588832487,1.0,0.842105263157894,0.914285714285714,0.979824561403508,0.08851898261275101,0.05342108558592001,0.141149880550535,0.176247777577366,0.9210526315789471
multiemo,0.5751492381095881,0.732323232323232,0.744,0.8157894736842101,0.778242677824267,0.7951127819548871,0.186960582502178,0.019016340235771003,0.076316547448929,0.24426078971533502,0.7174185463659141,0.575757575757575,3.7437,52.89,6.678,198.0,0.575757575757575,0.575757575757575,1.0,0.7307692307692301,0.5,0.24426078971533502,0.0,0.0,0.24426078971533502,0.5,0.712121212121212,0.7821782178217821,0.69298245614035,0.734883720930232,0.735380116959064,0.214696425640848,0.025025338350713,0.054589702425200004,0.24426078971533502,0.715538847117794,0.636363636363636,0.7837837837837831,0.508771929824561,0.617021276595744,0.697263993316624,0.24104898597476201,0.037946670413296,0.041158474153869,0.24426078971533502,0.659147869674185
nonsense_words_grammar,0.6303139328956601,0.8,0.0,0.0,0.0,0.375,0.21871593306771903,0.063715933067719,0.005,0.16,0.5,0.2,0.2474,40.422,8.084,10.0,0.8,0.0,0.0,0.0,0.5,0.16,0.0,0.0,0.16,0.5,0.7000000000000001,0.33333333333333304,0.5,0.4,0.875,0.23963836000643202,0.172971693339765,0.093333333333333,0.16,0.625,0.8,0.5,0.5,0.5,0.75,0.16277988877076202,0.082779888770762,0.08,0.16,0.6875
novel_concepts,0.66231769323349,0.6666666666666661,0.0,0.0,0.0,0.5,0.23464191844671803,0.06797525178005101,0.055555555555555004,0.22222222222222202,0.5,0.33333333333333304,0.16060000000000002,37.36,6.227,6.0,0.6666666666666661,0.0,0.0,0.0,0.5,0.22222222222222202,0.0,0.0,0.22222222222222202,0.5,0.16666666666666602,0.2,0.5,0.28571428571428503,0.5,0.46969390362156,0.336360570288226,0.088888888888888,0.22222222222222202,0.25,0.6666666666666661,0.0,0.0,0.0,0.625,0.275706346118648,0.150706346118648,0.097222222222222,0.22222222222222202,0.5
object_counting,0.5015794038772581,0.755,0.0,0.0,0.0,0.7496959048520071,0.16514027064237802,0.021177598411323002,0.041012327768945006,0.184975,0.5,0.245,3.7436,53.424,6.678,200.0,0.755,0.0,0.0,0.0,0.5,0.184975,0.0,0.0,0.184975,0.5,0.245,0.245,1.0,0.39357429718875503,0.48912015137180703,0.588359096852285,0.40589461987811004,0.0025105230258240002,0.184975,0.5,0.835,1.0,0.32653061224489704,0.49230769230769206,0.959183673469387,0.09898854101789101,0.04486103519038501,0.130847494172494,0.184975,0.663265306122448
operators,0.46611422300338706,0.833333333333333,0.0,0.0,0.0,0.47755102040816305,0.14375896262134802,0.010539007972822001,0.005668934240362001,0.138888888888888,0.5,0.16666666666666602,0.8387,50.077,7.154,42.0,0.833333333333333,0.0,0.0,0.0,0.5,0.138888888888888,0.0,0.0,0.138888888888888,0.5,0.16666666666666602,0.16666666666666602,1.0,0.28571428571428503,0.5,0.833333333333333,0.6944444444444441,0.0,0.138888888888888,0.5,0.928571428571428,0.833333333333333,0.7142857142857141,0.769230769230769,0.9877551020408161,0.038119439796137,0.020262296938994003,0.121031746031746,0.138888888888888,0.8428571428571421
phrase_relatedness,0.7104691267013551,0.45,0.0,0.0,0.0,0.49494949494949503,0.25861899723298604,0.021238044852034,0.010119047619047,0.24749999999999903,0.5,0.55,0.4965,40.286,6.043,20.0,0.55,0.55,1.0,0.7096774193548381,0.5,0.24749999999999903,0.0,0.0,0.24749999999999903,0.5,0.6000000000000001,0.5789473684210521,1.0,0.7333333333333331,0.6262626262626261,0.33165317499294905,0.126653174992949,0.042499999999999004,0.24749999999999903,0.555555555555555,0.6000000000000001,0.5789473684210521,1.0,0.7333333333333331,0.636363636363636,0.32428793341626,0.13053793341626002,0.05374999999999901,0.24749999999999903,0.555555555555555
